,accepted_species,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_id,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,Genus
703,Gardenia resinifera,751215-1,Gardenia resinifera,Gardenia resinifera Roth,Rubiaceae,Species,Gardenia,Gardenia J.Ellis,88088,331627-2,Genus,88409,751215-1,Species,Accepted,Rubiaceae,,Gardenia,,resinifera,,,,Roth,J.J.Roemer & J.A.Schultes,"Syst. Veg., ed. 15[bis].", 5: 239,(1819),,India to Myanmar,tree,wet tropical,Gardenia resinifera,Roth,88409,,,,88088,751215-1,,Y,Gardenia resinifera Roth,751215-1,88409,Gardenia
704,Cynanchum ovalifolium,96461-1,Cynanchum ovalifolium,Cynanchum ovalifolium Wight,Apocynaceae,Species,Cynanchum,Cynanchum L.,503314,30401855-2,Genus,503993,96461-1,Species,Accepted,Apocynaceae,,Cynanchum,,ovalifolium,,,,Wight,,Contr. Bot. India,: 57,(1834),,"Taiwan, Pen. Thailand to N. Queensland",climbing subshrub,wet tropical,Cynanchum ovalifolium,Wight,503993,,,,503314,96461-1,,Y,Cynanchum ovalifolium Wight,96461-1,503993,Cynanchum
705,Gardenia sootepensis,751253-1,Gardenia sootepensis,Gardenia sootepensis Hutch.,Rubiaceae,Species,Gardenia,Gardenia J.Ellis,88088,331627-2,Genus,88455,751253-1,Species,Accepted,Rubiaceae,,Gardenia,,sootepensis,,,,Hutch.,,Bull. Misc. Inform. Kew, 1911: 392,(1911),,China (Yunnan) to Indo-China,tree,wet tropical,Gardenia sootepensis,Hutch.,88455,,,,88088,751253-1,,Y,Gardenia sootepensis Hutch.,751253-1,88455,Gardenia
706,Gardenia gummifera,751047-1,Gardenia gummifera,Gardenia gummifera L.f.,Rubiaceae,Species,Gardenia,Gardenia J.Ellis,88088,331627-2,Genus,88243,751047-1,Species,Accepted,Rubiaceae,,Gardenia,,gummifera,,,,L.f.,,Suppl. Pl.,: 164,(1782),,India,tree,seasonally dry tropical,Gardenia gummifera,L.f.,88243,,,,88088,751047-1,,Y,Gardenia gummifera L.f.,751047-1,88243,Gardenia
707,Gardenia tubifera,751303-1,Gardenia tubifera,Gardenia tubifera Wall.,Rubiaceae,Species,Gardenia,Gardenia J.Ellis,88088,331627-2,Genus,88510,751303-1,Species,Accepted,Rubiaceae,,Gardenia,,tubifera,,,,Wall.,W.Roxburgh,Fl. Ind., 2: 562,(1824),,Indo-China to W. Malesia,shrub,wet tropical,Gardenia tubifera,Wall.,88510,,,,88088,751303-1,,Y,Gardenia tubifera Wall.,751303-1,88510,Gardenia
708,Gardenia obtusifolia,751162-1,Gardenia obtusifolia,Gardenia obtusifolia Roxb. ex Hook.f.,Rubiaceae,Species,Gardenia,Gardenia J.Ellis,88088,331627-2,Genus,88356,751162-1,Species,Accepted,Rubiaceae,,Gardenia,,obtusifolia,,,,Roxb. ex Hook.f.,,Fl. Brit. India, 3: 116,(1880),,Indo-China to Pen. Malaysia,shrub or tree,wet tropical,Gardenia obtusifolia,Roxb. ex Hook.f.,88356,,,,88088,751162-1,,Y,Gardenia obtusifolia Roxb. ex Hook.f.,751162-1,88356,Gardenia
709,Gardenia ternifolia,751285-1,Gardenia ternifolia,Gardenia ternifolia Schumach. & Thonn.,Rubiaceae,Species,Gardenia,Gardenia J.Ellis,88088,331627-2,Genus,88486,751285-1,Species,Accepted,Rubiaceae,,Gardenia,,ternifolia,,,,Schumach. & Thonn.,C.F.Schumacher,Beskr. Guin. Pl.,: 147,(1827),,Trop. & S. Africa,shrub or tree,seasonally dry tropical,Gardenia ternifolia,Schumach. & Thonn.,88486,,,,88088,751285-1,,Y,Gardenia ternifolia Schumach. & Thonn.,751285-1,88486,Gardenia
710,Cynanchum acutum,95989-1,Cynanchum acutum,Cynanchum acutum L.,Apocynaceae,Species,Cynanchum,Cynanchum L.,503314,30401855-2,Genus,503329,95989-1,Species,Accepted,Apocynaceae,,Cynanchum,,acutum,,,,L.,,Sp. Pl.,: 212,(1753),,"Canary Is. (Lanzarote), Medit. to Siberia and N. China",climbing subshrub or shrub,temperate,Cynanchum acutum,L.,503329,,,,503314,95989-1,,Y,Cynanchum acutum L.,95989-1,503329,Cynanchum
711,Cynanchum boudieri,96067-1,Cynanchum boudieri,Cynanchum boudieri H.Lév. & Vaniot,Apocynaceae,Species,Cynanchum,Cynanchum L.,503314,30401855-2,Genus,503450,96067-1,Species,Accepted,Apocynaceae,,Cynanchum,,boudieri,,,,H.Lév. & Vaniot,,Bull. Soc. Bot. France, 51: cxliv,(1907),,C. & S. China to Nansei-shoto (Amami-ōshima),climbing tuberous geophyte,temperate,Cynanchum boudieri,H.Lév. & Vaniot,503450,,,,503314,96067-1,,Y,Cynanchum boudieri H.Lév. & Vaniot,96067-1,503450,Cynanchum
712,Gardenia saxatilis,751232-1,Gardenia saxatilis,Gardenia saxatilis E.T.Geddes,Rubiaceae,Species,Gardenia,Gardenia J.Ellis,88088,331627-2,Genus,88429,751232-1,Species,Accepted,Rubiaceae,,Gardenia,,saxatilis,,,,E.T.Geddes,,Bull. Misc. Inform. Kew, 1928: 243,(1928),,Indo-China,shrub,seasonally dry tropical,Gardenia saxatilis,E.T.Geddes,88429,,,,88088,751232-1,,Y,Gardenia saxatilis E.T.Geddes,751232-1,88429,Gardenia
713,Gardenia jasminoides,751073-1,Gardenia jasminoides,Gardenia jasminoides J.Ellis,Rubiaceae,Species,Gardenia,Gardenia J.Ellis,88088,331627-2,Genus,88270,751073-1,Species,Accepted,Rubiaceae,,Gardenia,,jasminoides,,,,J.Ellis,,Philos. Trans., 51(2): 935,(1761),,Indo-China to SC. & S. Japan,shrub,subtropical,Gardenia jasminoides,J.Ellis,88270,,,,88088,751073-1,,Y,Gardenia jasminoides J.Ellis,751073-1,88270,Gardenia
714,Gardenia gordonii,751039-1,Gardenia gordonii,Gardenia gordonii Baker,Rubiaceae,Species,Gardenia,Gardenia J.Ellis,88088,331627-2,Genus,88235,751039-1,Species,Accepted,Rubiaceae,,Gardenia,,gordonii,,,,Baker,,"J. Linn. Soc., Bot.", 20: 361,(1883),,"Fiji (Viti Levu, Vanua Levu)",shrub or tree,wet tropical,Gardenia gordonii,Baker,88235,,,,88088,751039-1,,Y,Gardenia gordonii Baker,751039-1,88235,Gardenia
715,Gardenia coronaria,750969-1,Gardenia coronaria,Gardenia coronaria Banks,Rubiaceae,Species,Gardenia,Gardenia J.Ellis,88088,331627-2,Genus,88163,750969-1,Species,Accepted,Rubiaceae,,Gardenia,,coronaria,,,,Banks,M.Symes,Account Embassy Kingd. Ava,: 469,(1800),,India to Pen. Malaysia (Langkawi),tree,wet tropical,Gardenia coronaria,Banks,88163,,,,88088,750969-1,,Y,Gardenia coronaria Banks,750969-1,88163,Gardenia
716,Gardenia taitensis,751281-1,Gardenia taitensis,Gardenia taitensis DC.,Rubiaceae,Species,Gardenia,Gardenia J.Ellis,88088,331627-2,Genus,88482,751281-1,Species,Accepted,Rubiaceae,,Gardenia,,taitensis,,,,DC.,,Prodr., 4: 380,(1830),,SW. Pacific,shrub or tree,wet tropical,Gardenia taitensis,DC.,88482,,,,88088,751281-1,,Y,Gardenia taitensis DC.,751281-1,88482,Gardenia
717,Cerbera manghas,77906-1,Cerbera manghas,Cerbera manghas L.,Apocynaceae,Species,Cerbera,Cerbera L.,37142,60436653-2,Genus,37166,77906-1,Species,Accepted,Apocynaceae,,Cerbera,,manghas,,,,L.,,Sp. Pl.,: 208,(1753),,"Tanzania (Pemba), W. Indian Ocean to Pacific",shrub or tree,wet tropical,Cerbera manghas,L.,37166,,,,37142,77906-1,,Y,Cerbera manghas L.,77906-1,37166,Cerbera
718,Gardenia urvillei,751312-1,Gardenia urvillei,Gardenia urvillei Montrouz.,Rubiaceae,Species,Gardenia,Gardenia J.Ellis,88088,331627-2,Genus,88520,751312-1,Species,Accepted,Rubiaceae,,Gardenia,,urvillei,,,,Montrouz.,,"Mém. Acad. Imp. Sci. Lyon, Sect. Sci.",", sér. 2, 10: 214",(1860),,New Caledonia,,wet tropical,Gardenia urvillei,Montrouz.,88520,,,,88088,751312-1,,Y,Gardenia urvillei Montrouz.,751312-1,88520,Gardenia
719,Swertia punctata,371052-1,Swertia punctata,Swertia punctata Baumg.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590190,371052-1,Species,Accepted,Gentianaceae,,Swertia,,punctata,,,,Baumg.,,Enum. Stirp. Transsilv., 1: 190,(1816),,E. & S. Carpathians,perennial,subalpine or subarctic,Swertia punctata,Baumg.,2590190,,,,2590364,371052-1,,N,Swertia punctata Baumg.,371052-1,2590190,Swertia
720,Spigelia anthelmia,318920-2,Spigelia anthelmia,Spigelia anthelmia L.,Loganiaceae,Species,Spigelia,Spigelia L.,2598660,60434592-2,Genus,2598653,318920-2,Species,Accepted,Loganiaceae,,Spigelia,,anthelmia,,,,L.,,Sp. Pl.,: 149,(1753),,Trop. & Subtrop. America,annual,seasonally dry tropical,Spigelia anthelmia,L.,2598653,,,,2598660,318920-2,,N,Spigelia anthelmia L.,318920-2,2598653,Spigelia
721,Swertia davidii,370864-1,Swertia davidii,Swertia davidii Franch.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590464,370864-1,Species,Accepted,Gentianaceae,,Swertia,,davidii,,,,Franch.,,Nouv. Arch. Mus. Hist. Nat.,", sér. 2, 10: 62",(1887 publ. 1888),,SC. China (to W. Hunan),perennial,temperate,Swertia davidii,Franch.,2590464,,,,2590364,370864-1,,N,Swertia davidii Franch.,370864-1,2590464,Swertia
722,Ceropegia juncea,95629-1,Ceropegia juncea,Ceropegia juncea Roxb.,Apocynaceae,Species,Ceropegia,Ceropegia L.,502468,328162-2,Genus,502768,95629-1,Species,Accepted,Apocynaceae,,Ceropegia,,juncea,,,,Roxb.,,Pl. Coromandel, 1: 12,(1795),,"India to NW. Myanmar, N. Sri Lanka",climbing succulent,seasonally dry tropical,Ceropegia juncea,Roxb.,502768,,,,502468,95629-1,,Y,Ceropegia juncea Roxb.,95629-1,502768,Ceropegia
723,Swertia verticillifolia,371131-1,Swertia verticillifolia,Swertia verticillifolia T.N.Ho & S.W.Liu,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590221,371131-1,Species,Accepted,Gentianaceae,,Swertia,,verticillifolia,,,,T.N.Ho & S.W.Liu,,Acta Phytotax. Sin., 18: 81,(1980),,SE. Tibet,perennial,subalpine or subarctic,Swertia verticillifolia,T.N.Ho & S.W.Liu,2590221,,,,2590364,371131-1,,N,Swertia verticillifolia T.N.Ho & S.W.Liu,371131-1,2590221,Swertia
724,Swertia mussotii,370996-1,Swertia mussotii,Swertia mussotii Franch.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590063,370996-1,Species,Accepted,Gentianaceae,,Swertia,,mussotii,,,,Franch.,,Bull. Soc. Bot. France, 46: 316,(1899),,"SW. Qinghai, E. Tibet to China (NW. Sichuan, NW. Yunnan)",annual or biennial,temperate,Swertia mussotii,Franch.,2590063,,,,2590364,370996-1,,N,Swertia mussotii Franch.,370996-1,2590063,Swertia
725,Swertia leducii,370961-1,Swertia leducii,Swertia leducii Franch.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590155,370961-1,Species,Accepted,Gentianaceae,,Swertia,,leducii,,,,Franch.,,Bull. Soc. Bot. France, 46: 316,(1899),,China (S. Yunnan),annual,temperate,Swertia leducii,Franch.,2590155,,,,2590364,370961-1,,N,Swertia leducii Franch.,370961-1,2590155,Swertia
726,Swertia iberica,370936-1,Swertia iberica,Swertia iberica Fisch. ex C.A.Mey.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590121,370936-1,Species,Accepted,Gentianaceae,,Swertia,,iberica,,,,Fisch. ex C.A.Mey.,,Beitr. Pflanzenk. Russ. Reiches, 6: 61,(1849),,NE. Türkiye to Caucasus,perennial,temperate,Swertia iberica,Fisch. ex C.A.Mey.,2590121,,,,2590364,370936-1,,N,Swertia iberica Fisch. ex C.A.Mey.,370936-1,2590121,Swertia
727,Swertia kouitchensis,370953-1,Swertia kouitchensis,Swertia kouitchensis Franch.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590145,370953-1,Species,Accepted,Gentianaceae,,Swertia,,kouitchensis,,,,Franch.,,Bull. Soc. Bot. France, 46: 320,(1899),,C. & EC. China,annual,temperate,Swertia kouitchensis,Franch.,2590145,,,,2590364,370953-1,,N,Swertia kouitchensis Franch.,370953-1,2590145,Swertia
728,Swertia patens,371018-1,Swertia patens,Swertia patens Burkill,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590242,371018-1,Species,Accepted,Gentianaceae,,Swertia,,patens,,,,Burkill,,J. Proc. Asiat. Soc. Bengal, 7: 82,(1911),,"China (S. Sichuan, NE. Yunnan)",perennial,temperate,Swertia patens,Burkill,2590242,,,,2590364,371018-1,,N,Swertia patens Burkill,371018-1,2590242,Swertia
729,Swertia pubescens,371048-1,Swertia pubescens,Swertia pubescens Franch.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590287,371048-1,Species,Accepted,Gentianaceae,,Swertia,,pubescens,,,,Franch.,,Bull. Soc. Bot. France, 46: 313,(1899),,China (NW. Yunnan),annual,subalpine or subarctic,Swertia pubescens,Franch.,2590287,,,,2590364,371048-1,,N,Swertia pubescens Franch.,371048-1,2590287,Swertia
730,Swertia perennis,371026-1,Swertia perennis,Swertia perennis L.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590292,371026-1,Species,Accepted,Gentianaceae,,Swertia,,perennis,,,,L.,,Sp. Pl.,: 226,(1753),,"Europe to Caucasus, NE. China, Kuril Is. to Japan, Aleutian Is. to W. & WC. U.S.A.",perennial,temperate,Swertia perennis,L.,2590292,,,,2590364,371026-1,,N,Swertia perennis L.,371026-1,2590292,Swertia
731,Swertia angustifolia,370793-1,Swertia angustifolia,Swertia angustifolia Buch.-Ham. ex D.Don,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590451,370793-1,Species,Accepted,Gentianaceae,,Swertia,,angustifolia,,,,Buch.-Ham. ex D.Don,,Prodr. Fl. Nepal.,: 127,(1825),,Himalaya to S. China and Indo-China,annual,temperate,Swertia angustifolia,Buch.-Ham. ex D.Don,2590451,,,,2590364,370793-1,,N,Swertia angustifolia Buch.-Ham. ex D.Don,370793-1,2590451,Swertia
732,Swertia mileensis,370987-1,Swertia mileensis,Swertia mileensis T.N.Ho & W.L.Shih,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590084,370987-1,Species,Accepted,Gentianaceae,,Swertia,,mileensis,,,,T.N.Ho & W.L.Shih,,Acta Phytotax. Sin., 14(2): 63,(1976),,China (S. Yunnan),annual,temperate,Swertia mileensis,T.N.Ho & W.L.Shih,2590084,,,,2590364,370987-1,,N,Swertia mileensis T.N.Ho & W.L.Shih,370987-1,2590084,Swertia
733,Swertia paniculata,371012-1,Swertia paniculata,Swertia paniculata Wall.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590244,371012-1,Species,Accepted,Gentianaceae,,Swertia,,paniculata,,,,Wall.,,Pl. Asiat. Rar., 3: 3,(1831),,NE. Pakistan to N. Myanmar,annual,temperate,Swertia paniculata,Wall.,2590244,,,,2590364,371012-1,,N,Swertia paniculata Wall.,371012-1,2590244,Swertia
734,Swertia hickinii,370930-1,Swertia hickinii,Swertia hickinii Burkill,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590114,370930-1,Species,Accepted,Gentianaceae,,Swertia,,hickinii,,,,Burkill,,J. Proc. Asiat. Soc. Bengal, 2: 320,(1906),,SE. China (to Hubei),annual,temperate,Swertia hickinii,Burkill,2590114,,,,2590364,370930-1,,N,Swertia hickinii Burkill,370930-1,2590114,Swertia
735,Swertia souliei,371087-1,Swertia souliei,Swertia souliei Burkill,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590241,371087-1,Species,Accepted,Gentianaceae,,Swertia,,souliei,,,,Burkill,,J. Proc. Asiat. Soc. Bengal, 2: 325,(1906),,China (W. Sichuan),perennial,subalpine or subarctic,Swertia souliei,Burkill,2590241,,,,2590364,371087-1,,N,Swertia souliei Burkill,371087-1,2590241,Swertia
736,Swertia przewalskii,371043-1,Swertia przewalskii,Swertia przewalskii Pissjauk.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590290,371043-1,Species,Accepted,Gentianaceae,,Swertia,,przewalskii,,,,Pissjauk.,,Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R., 21: 300,(1961),,SE. Qinghai to China (Gansu),perennial,subalpine or subarctic,Swertia przewalskii,Pissjauk.,2590290,,,,2590364,371043-1,,N,Swertia przewalskii Pissjauk.,371043-1,2590290,Swertia
737,Swertia cuneata,370860-1,Swertia cuneata,Swertia cuneata D.Don,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590459,370860-1,Species,Accepted,Gentianaceae,,Swertia,,cuneata,,,,D.Don,,London Edinburgh Philos. Mag. & J. Sci., 8: 77,(1836),,Himalaya to SW. Tibet,perennial,subalpine or subarctic,Swertia cuneata,D.Don,2590459,,,,2590364,370860-1,,N,Swertia cuneata D.Don,370860-1,2590459,Swertia
738,Swertia cincta,370839-1,Swertia cincta,Swertia cincta Burkill,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590558,370839-1,Species,Accepted,Gentianaceae,,Swertia,,cincta,,,,Burkill,,J. Proc. Asiat. Soc. Bengal, 2: 319,(1906),,"China (Sichuan, Yunnan, Guizhou)",annual,subalpine or subarctic,Swertia cincta,Burkill,2590558,,,,2590364,370839-1,,N,Swertia cincta Burkill,370839-1,2590558,Swertia
739,Swertia tetrapetala,371108-1,Swertia tetrapetala,Swertia tetrapetala Pall.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590098,371108-1,Species,Accepted,Gentianaceae,,Swertia,,tetrapetala,,,,Pall.,,Fl. Ross., 1(2): 99,(1789),,"N. China to Korea, Kamchatka to C. Japan",annual,temperate,Swertia tetrapetala,Pall.,2590098,,,,2590364,371108-1,,N,Swertia tetrapetala Pall.,371108-1,2590098,Swertia
740,Swertia erythrosticta,370895-1,Swertia erythrosticta,Swertia erythrosticta Maxim.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590500,370895-1,Species,Accepted,Gentianaceae,,Swertia,,erythrosticta,,,,Maxim.,,Bull. Acad. Imp. Sci. Saint-Pétersbourg,", sér. 3, 27: 503",(1882),,E. Tibet to N. Korea,perennial,subalpine or subarctic,Swertia erythrosticta,Maxim.,2590500,,,,2590364,370895-1,,N,Swertia erythrosticta Maxim.,370895-1,2590500,Swertia
741,Swertia pseudochinensis,371045-1,Swertia pseudochinensis,Swertia pseudochinensis H.Hara,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590275,371045-1,Species,Accepted,Gentianaceae,,Swertia,,pseudochinensis,,,,H.Hara,,J. Jap. Bot., 25: 89,(1950),,"SE. Primorye to Korea, C. & S. Japan",annual,temperate,Swertia pseudochinensis,H.Hara,2590275,,,,2590364,371045-1,,N,Swertia pseudochinensis H.Hara,371045-1,2590275,Swertia
742,Swertia decora,370865-1,Swertia decora,Swertia decora Franch.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590465,370865-1,Species,Accepted,Gentianaceae,,Swertia,,decora,,,,Franch.,,Bull. Soc. Bot. France, 46: 317,(1899),,"China (S. Sichuan, Yunnan)",annual,temperate,Swertia decora,Franch.,2590465,,,,2590364,370865-1,,N,Swertia decora Franch.,370865-1,2590465,Swertia
743,Luculia pinceana,755399-1,Luculia pinceana,Luculia pinceana Hook.,Rubiaceae,Species,Luculia,Luculia Sweet,115280,34855-1,Genus,115285,755399-1,Species,Accepted,Rubiaceae,,Luculia,,pinceana,,,,Hook.,,Bot. Mag., 71: t. 4132,(1845),,E. Himalaya to S. China and N. Indo-China,shrub or tree,subtropical,Luculia pinceana,Hook.,115285,,,,115280,755399-1,,Y,Luculia pinceana Hook.,755399-1,115285,Luculia
744,Swertia hookeri,370932-1,Swertia hookeri,Swertia hookeri C.B.Clarke,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590117,370932-1,Species,Accepted,Gentianaceae,,Swertia,,hookeri,,,,C.B.Clarke,J.D.Hooker,Fl. Brit. India, 4: 127,(1883),,C. & E. Himalaya to SE. Tibet,perennial,subalpine or subarctic,Swertia hookeri,C.B.Clarke,2590117,,,,2590364,370932-1,,N,Swertia hookeri C.B.Clarke,370932-1,2590117,Swertia
745,Swertia dilatata,370877-1,Swertia dilatata,Swertia dilatata C.B.Clarke,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590437,370877-1,Species,Accepted,Gentianaceae,,Swertia,,dilatata,,,,C.B.Clarke,J.D.Hooker,Fl. Brit. India, 4: 22,(1883),,"SW. Tibet, Nepal to E. Himalaya and Assam",annual,subalpine or subarctic,Swertia dilatata,C.B.Clarke,2590437,,,,2590364,370877-1,,N,Swertia dilatata C.B.Clarke,370877-1,2590437,Swertia
746,Xestaea lisianthoides,371484-1,Xestaea lisianthoides,Xestaea lisianthoides Griseb.,Gentianaceae,Species,Xestaea,Xestaea Griseb.,2467384,16772-1,Genus,2467395,371484-1,Species,Accepted,Gentianaceae,,Xestaea,,lisianthoides,,,,Griseb.,,Linnaea, 22: 36,(1849),,S. Mexico to Venezuela,,seasonally dry tropical,Xestaea lisianthoides,Griseb.,2467395,,,,2467384,371484-1,,N,Xestaea lisianthoides Griseb.,371484-1,2467395,Xestaea
747,Swertia marginata,370977-1,Swertia marginata,Swertia marginata Schrenk,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590106,370977-1,Species,Accepted,Gentianaceae,,Swertia,,marginata,,,,Schrenk,,Bull. Sci. Acad. Imp. Sci. Saint-Pétersbourg, 10: 353,(1842),,S. Siberia to Afghanistan and W. Himalaya,perennial,temperate,Swertia marginata,Schrenk,2590106,,,,2590364,370977-1,,N,Swertia marginata Schrenk,370977-1,2590106,Swertia
748,Plocama pendula,760838-1,Plocama pendula,Plocama pendula Aiton,Rubiaceae,Species,Plocama,Plocama Aiton,161419,35148-1,Genus,161420,760838-1,Species,Accepted,Rubiaceae,,Plocama,,pendula,,,,Aiton,,Hort. Kew., 1: 292,(1789),,Canary Is.,shrub,subtropical,Plocama pendula,Aiton,161420,,,,161419,760838-1,,Y,Plocama pendula Aiton,760838-1,161420,Plocama
749,Swertia thomsonii,371110-1,Swertia thomsonii,Swertia thomsonii C.B.Clarke,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590111,371110-1,Species,Accepted,Gentianaceae,,Swertia,,thomsonii,,,,C.B.Clarke,J.D.Hooker,Fl. Brit. India, 4: 129,(1883),,NE. Pakistan to W. Himalaya,perennial,subalpine or subarctic,Swertia thomsonii,C.B.Clarke,2590111,,,,2590364,371110-1,,N,Swertia thomsonii C.B.Clarke,371110-1,2590111,Swertia
750,Swertia speciosa,371089-1,Swertia speciosa,Swertia speciosa D.Don,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590075,371089-1,Species,Accepted,Gentianaceae,,Swertia,,speciosa,,,,D.Don,,London Edinburgh Philos. Mag. & J. Sci.,", ser. 3, 8: 77",(1836),,Himalaya to Tibet,perennial,subalpine or subarctic,Swertia speciosa,D.Don,2590075,,,,2590364,371089-1,,N,Swertia speciosa D.Don,371089-1,2590075,Swertia
751,Swertia longifolia,370964-1,Swertia longifolia,Swertia longifolia Boiss.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590158,370964-1,Species,Accepted,Gentianaceae,,Swertia,,longifolia,,,,Boiss.,,Diagn. Pl. Orient., 5: 90,(1844),,EC. & E. Türkiye to N. Pakistan,perennial,subalpine or subarctic,Swertia longifolia,Boiss.,2590158,,,,2590364,370964-1,,N,Swertia longifolia Boiss.,370964-1,2590158,Swertia
752,Swertia punicea,371053-1,Swertia punicea,Swertia punicea Hemsl.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590256,371053-1,Species,Accepted,Gentianaceae,,Swertia,,punicea,,,,Hemsl.,,"J. Linn. Soc., Bot.", 26: 140,(1890),,SC. China (to Hunan),annual,temperate,Swertia punicea,Hemsl.,2590256,,,,2590364,371053-1,,N,Swertia punicea Hemsl.,371053-1,2590256,Swertia
753,Swertia petiolata,371029-1,Swertia petiolata,Swertia petiolata D.Don,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590307,371029-1,Species,Accepted,Gentianaceae,,Swertia,,petiolata,,,,D.Don,,London Edinburgh Philos. Mag. & J. Sci., 8: 77,(1836),,E. Afghanistan to W. & C. Himalaya,perennial,subalpine or subarctic,Swertia petiolata,D.Don,2590307,,,,2590364,371029-1,,N,Swertia petiolata D.Don,371029-1,2590307,Swertia
754,Swertia delavayi,370870-1,Swertia delavayi,Swertia delavayi Franch.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590460,370870-1,Species,Accepted,Gentianaceae,,Swertia,,delavayi,,,,Franch.,,Bull. Soc. Bot. France, 46: 323,(1899),,"China (S. Sichuan, NW. Yunnan)",annual,subalpine or subarctic,Swertia delavayi,Franch.,2590460,,,,2590364,370870-1,,N,Swertia delavayi Franch.,370870-1,2590460,Swertia
755,Galium semiamictum,750616-1,Galium semiamictum,Galium semiamictum Klokov,Rubiaceae,Species,Galium,Galium L.,85562,325955-2,Genus,87474,750616-1,Species,Accepted,Rubiaceae,,Galium,,semiamictum,,,,Klokov,,Fl. RSS Ucr., 10: 469,(1961),,Ukraine to S. European Russia,,temperate,Galium semiamictum,Klokov,87474,,,,85562,750616-1,,Y,Galium semiamictum Klokov,750616-1,87474,Galium
