,accepted_species,accepted_species_w_author,native_tdwg3_codes,intro_tdwg3_codes
8736,Hoya beccarii,Hoya beccarii Rodda & Simonsson,"('BOR', 'JAW', 'MLY', 'SUM')",
8737,Hoya bella,Hoya bella Hook.,"('ASS', 'MYA')",
8738,Hoya benchaii,"Hoya benchaii Gavrus, A.Lamb, Emoi & Gokusing","('BOR',)",
8739,Hoya benguetensis,Hoya benguetensis Schltr.,"('PHI',)",
8740,Hoya benitotanii,Hoya benitotanii Kloppenb.,"('PHI',)",
8741,Hoya benstoneana,"Hoya benstoneana Kloppenb., Siar, Guevarra & Carandang","('PHI',)",
8742,Hoya benvergarae,Hoya benvergarae Kloppenb. & Siar,"('PHI',)",
8743,Hoya betchei,Hoya betchei (Schltr.) W.A.Whistler,"('SAM',)","('VAN',)"
8744,Hoya bhutanica,Hoya bhutanica Grierson & D.G.Long,"('EHM',)",
8745,Hoya bicknellii,Hoya bicknellii Kloppenb.,"('PHI',)",
8746,Hoya bicolensis,"Hoya bicolensis Kloppenb., Siar & Cajano","('PHI',)",
8747,Hoya bicolor,Hoya bicolor Kloppenb.,"('PHI',)",
8748,Hoya bifunda,"Hoya bifunda Kloppenb., Siar, Cajano, G.Mend., Guevarra & Carandang","('PHI',)",
8749,Hoya bilobata,Hoya bilobata Schltr.,"('PHI',)",
8750,Hoya blashernaezii,Hoya blashernaezii Kloppenb.,"('PHI',)",
8751,Hoya bonii,Hoya bonii Costantin,"('VIE',)",
8752,Hoya bordenii,Hoya bordenii Schltr.,"('PHI',)",
8753,Hoya borneoensis,Hoya borneoensis Kloppenb.,"('BOR',)",
8754,Hoya boycei,Hoya boycei Rodda & S.Rahayu,"('BOR',)",
8755,Hoya brassii,Hoya brassii P.I.Forst. & Liddle ex Simonsson & Rodda,"('NWG',)",
8756,Hoya brevialata,Hoya brevialata Kleijn & Donkelaar,"('SUL',)",
8757,Hoya brittonii,Hoya brittonii Kloppenb.,"('PHI',)",
8758,Hoya brooksii,Hoya brooksii Ridl.,"('SUM',)",
8759,Hoya buntokensis,Hoya buntokensis S.Rahayu & Rodda,"('BOR',)",
8760,Hoya buotii,Hoya buotii Kloppenb.,"('PHI',)",
8761,Hoya burmanica,Hoya burmanica Rolfe,"('ASS', 'BAN', 'MYA', 'THA', 'VIE')",
8762,Hoya burtoniae,Hoya burtoniae Kloppenb.,"('PHI',)",
8763,Hoya buruensis,Hoya buruensis Miq.,"('MOL',)",
8764,Hoya butleriana,"Hoya butleriana Kloppenb., Siar, Guevarra & Carandang","('PHI',)",
8765,Hoya cagayanensis,Hoya cagayanensis C.M.Burton,"('PHI',)",
8766,Hoya callistophylla,Hoya callistophylla T.Green,"('BOR',)",
8767,Hoya calycina,Hoya calycina Schltr.,"('BIS', 'NWG')",
8768,Hoya calyxminuta,Hoya calyxminuta Kloppenb.,"('PHI',)",
8769,Hoya campanulata,Hoya campanulata Blume,"('BOR', 'JAW', 'MLY', 'SUM')",
8770,Hoya camphorifolia,Hoya camphorifolia Warb.,"('PHI', 'SUL')",
8771,Hoya capotoanensis,Hoya capotoanensis Kloppenb.,"('PHI',)",
8772,Hoya carandangiana,Hoya carandangiana Kloppenb. & Siar,"('PHI',)",
8773,Hoya cardiophylla,Hoya cardiophylla Merr.,"('PHI',)",
8774,Hoya carmelae,"Hoya carmelae Kloppenb., Siar & Ferreras","('PHI',)",
8775,Hoya carnosa,Hoya carnosa (L.f.) R.Br.,"('CHC', 'CHH', 'CHS', 'JAP', 'LAO', 'NNS', 'TAI')","('BAN', 'FIJ', 'KOR', 'SOL', 'TRT')"
8776,Hoya carrii,Hoya carrii P.I.Forst. & Liddle ex Simonsson & Rodda,"('NWG',)",
8777,Hoya caudata,Hoya caudata Hook.f.,"('BOR', 'MLY', 'SUM', 'THA')",
8778,Hoya celata,"Hoya celata Kloppenb., Siar, G.Mend., Cajano, Guevarra & Carandang","('PHI',)",
8779,Hoya celsa,"Hoya celsa Kloppenb., Siar, Guevarra, Cajano & Carandang","('PHI',)",
8780,Hoya cembra,Hoya cembra Kloppenb.,"('PHI',)",
8781,Hoya chewiorum,"Hoya chewiorum A.Lamb, Gavrus, Emoi & Gokusing","('BOR',)",
8782,Hoya chiekoae,"Hoya chiekoae Kloppenb., Ferreras & G.Mend.","('PHI',)",
8783,Hoya chinghungensis,"Hoya chinghungensis (Y.Tsiang & P.T.Li) M.G.Gilbert, P.T.Li & W.D.Stevens","('CHC', 'LAO', 'MYA', 'VIE')",
8784,Hoya chloroleuca,Hoya chloroleuca Schltr.,"('NWG',)",
8785,Hoya chunii,Hoya chunii P.T.Li,"('NWG',)",
8786,Hoya ciliata,Hoya ciliata Elmer ex C.M.Burton,"('PHI',)",
8787,Hoya cinnamomifolia,Hoya cinnamomifolia Hook.,"('JAW',)",
8788,Hoya clemensiorum,Hoya clemensiorum T.Green,"('BOR',)",
8789,Hoya collettii,Hoya collettii Schltr.,"('MYA',)",
8790,Hoya collina,Hoya collina Schltr.,"('NWG',)",
8791,Hoya columna,Hoya columna Kloppenb.,"('PHI',)",
8792,Hoya commutata,Hoya commutata M.G.Gilbert & P.T.Li,"('CHS', 'MYA')",
8793,Hoya concava,"Hoya concava Kloppenb., Siar, Guevarra & Carandang","('PHI',)",
8794,Hoya corazoniae,"Hoya corazoniae Kloppenb., Siar & Ferreras","('PHI',)",
8795,Hoya cordata,Hoya cordata P.T.Li & S.Z.Huang,"('CHS',)",
8796,Hoya coriacea,Hoya coriacea Blume,"('BOR', 'JAW', 'MLY', 'MOL', 'PHI', 'SUM', 'THA')",
8797,Hoya corneri,Hoya corneri Rodda & S.Rahayu,"('BOR', 'MLY', 'THA')",
8798,Hoya corollimarginata,Hoya corollimarginata Kloppenb.,"('SAM',)",
8799,Hoya corollivillosa,Hoya corollivillosa Kloppenb.,"('PHI',)",
8800,Hoya coronaria,Hoya coronaria Blume,"('BOR', 'JAW', 'MLY', 'PHI', 'SUL', 'SUM', 'THA')",
8801,Hoya corymbosa,Hoya corymbosa Rodda & Simonsson,"('BOR',)",
8802,Hoya crassicaulis,Hoya crassicaulis Elmer ex Kloppenb.,"('PHI',)",
8803,Hoya crassior,Hoya crassior Hochr.,"('SAM',)",
8804,Hoya crassipetiolata,"Hoya crassipetiolata Aver., V.T.Pham & T.A.Le","('VIE',)",
8805,Hoya cumingiana,Hoya cumingiana Decne.,"('BOR', 'JAW', 'PHI')",
8806,Hoya cupula,"Hoya cupula Kloppenb., G.Mend. & Ferreras","('PHI',)",
8807,Hoya curtisii,Hoya curtisii King & Gamble,"('BOR', 'MLY', 'PHI', 'THA')",
8808,Hoya cutis-porcelana,"Hoya cutis-porcelana W.Suarez, J.R.Sahagun & Aurigue","('PHI',)",
8809,Hoya daimenglongensis,Hoya daimenglongensis Shao Y.He & P.T.Li,"('CHC',)",
8810,Hoya danumensis,Hoya danumensis Rodda & Nyhuus,"('BOR', 'SUM')",
8811,Hoya dasyantha,Hoya dasyantha Tsiang,"('CHH',)",
8812,Hoya davidcummingii,Hoya davidcummingii Kloppenb.,"('PHI',)",
8813,Hoya decipulae,Hoya decipulae S.Rahayu & Astuti,"('SUM',)",
8814,Hoya deleoniorum,"Hoya deleoniorum Cabactulan, R.B.Pimentel, J.R.Sahagun & Aurigue","('PHI',)",
8815,Hoya dennisii,Hoya dennisii P.I.Forst. & Liddle,"('SOL',)",
8816,Hoya densifolia,Hoya densifolia Turcz.,"('JAW', 'PHI')",
8817,Hoya desvoeuxensis,Hoya desvoeuxensis T.Green & Kloppenb.,"('FIJ',)",
8818,Hoya devogelii,Hoya devogelii Rodda & Simonsson,"('BOR',)",
8819,Hoya deykei,Hoya deykei T.Green,"('SUM',)",
8820,Hoya dickasoniana,Hoya dickasoniana P.T.Li,"('MYA',)",
8821,Hoya dictyoneura,Hoya dictyoneura K.Schum.,"('NWG',)",
8822,Hoya dimorpha,Hoya dimorpha F.M.Bailey,"('NWG',)",
8823,Hoya diptera,Hoya diptera Seem.,"('FIJ', 'VAN')",
8824,Hoya dischorensis,Hoya dischorensis Schltr.,"('NWG',)",
8825,Hoya diversifolia,Hoya diversifolia Blume,"('AND', 'BOR', 'CBD', 'CHH', 'JAW', 'LAO', 'LSI', 'MLY', 'MYA', 'PHI', 'SUL', 'SUM', 'THA', 'VIE')",
8826,Hoya dolichosparte,Hoya dolichosparte Schltr.,"('SUL',)",
8827,Hoya dulitensis,Hoya dulitensis Rodda & S.Rahayu,"('BOR',)",
8828,Hoya eburnea,"Hoya eburnea Kloppenb., Guevarra & Carandang","('PHI',)",
8829,Hoya edanoi,Hoya edanoi C.M.Burton,"('PHI',)",
8830,Hoya edeni,Hoya edeni King ex Hook.f.,"('ASS', 'EHM', 'NEP')",
8831,Hoya edholmiana,Hoya edholmiana Simonsson & Rodda,"('NWG',)",
8832,Hoya eitapensis,Hoya eitapensis Schltr.,"('NWG',)",
8833,Hoya elegans,Hoya elegans Kostel.,"('MOL',)",
8834,Hoya elliptica,Hoya elliptica Hook.f.,"('BOR', 'MLY', 'SUM', 'THA')",
8835,Hoya elmeri,Hoya elmeri Merr.,"('BOR', 'PHI')",
8836,Hoya endauensis,Hoya endauensis Kiew,"('MLY',)",
8837,Hoya engleriana,Hoya engleriana Hosseus,"('CBD', 'LAO', 'THA', 'VIE')",
8838,Hoya epedunculata,Hoya epedunculata Schltr.,"('NWG',)",
8839,Hoya erythrina,Hoya erythrina Rintz,"('MLY', 'VIE')",
8840,Hoya erythrostemma,Hoya erythrostemma Kerr,"('MYA', 'THA', 'VIE')",
8841,Hoya espaldoniana,"Hoya espaldoniana Kloppenb., Siar & Cajano","('PHI',)",
8842,Hoya estrellaensis,Hoya estrellaensis T.Green & Kloppenb.,"('PHI',)",
8843,Hoya eumbeitii,Hoya eumbeitii Kloppenb.,"('PHI',)",
8844,Hoya evelinae,Hoya evelinae Simonsson & Rodda,"('NWG',)",
8845,Hoya excavata,Hoya excavata Teijsm. & Binn.,"('MOL', 'SUL')",
8846,Hoya exilis,Hoya exilis Schltr.,"('NWG',)",
8847,Hoya faoensis,Hoya faoensis Kloppenb. & Siar,"('SAM',)",
8848,Hoya fauziana,"Hoya fauziana Rodda, Simonsson & A.Lamb","('BOR',)",
8849,Hoya ferrerasii,Hoya ferrerasii Kloppenb. & Siar,"('PHI',)",
8850,Hoya fetuana,Hoya fetuana Kloppenb.,"('SAM',)",
8851,Hoya filiformis,Hoya filiformis Rech.,"('SAM',)",
8852,Hoya finlaysonii,Hoya finlaysonii Wight,"('BOR', 'MLY', 'SUM', 'THA')",
8853,Hoya fischeriana,Hoya fischeriana Warb.,"('PHI',)",
8854,Hoya fitchii,Hoya fitchii Kloppenb.,"('PHI',)",
8855,Hoya fitoensis,Hoya fitoensis Kloppenb.,"('SAM',)",
8856,Hoya flavescens,Hoya flavescens Schltr.,"('NWG',)",
8857,Hoya flavida,Hoya flavida P.I.Forst. & Liddle,"('SOL',)",
8858,Hoya forbesii,Hoya forbesii King & Gamble,"('BOR', 'MLY', 'SUM')",
8859,Hoya foxii,Hoya foxii Kloppenb.,"('PHI',)",
8860,Hoya frakeii,Hoya frakeii Kloppenb.,"('PHI',)",
8861,Hoya fraterna,Hoya fraterna Blume,"('BOR', 'JAW')",
8862,Hoya fungii,Hoya fungii Merr.,"('CHC', 'CHH', 'CHS', 'LAO', 'VIE')",
8863,Hoya fusca,Hoya fusca Wall.,"('ASS', 'BAN', 'CBD', 'CHC', 'CHH', 'CHS', 'CHT', 'EHM', 'IND', 'LAO', 'MYA', 'NEP', 'THA', 'VIE')",
8864,Hoya galenii,Hoya galenii Kloppenb.,"('PHI',)",
8865,Hoya galeraensis,Hoya galeraensis Kloppenb.,"('PHI',)",
8866,Hoya gaoligongensis,Hoya gaoligongensis M.X.Zhao & Y.H.Tan,"('CHC',)",
8867,Hoya garciae,Hoya garciae Kloppenb.,"('PHI',)",
8868,Hoya gelba,"Hoya gelba Kloppenb., Siar, Guevarra & Carandang","('PHI',)",
8869,Hoya gigantanganensis,Hoya gigantanganensis Kloppenb.,"('PHI',)",
8870,Hoya gigas,Hoya gigas Schltr.,"('NWG',)",
8871,Hoya gildingii,Hoya gildingii Kloppenb.,"('BOR',)",
8872,Hoya glabra,Hoya glabra Schltr.,"('BOR', 'SUM')",
8873,Hoya globulifera,Hoya globulifera Blume,"('NWG',)",
8874,Hoya globulosa,Hoya globulosa Hook.f.,"('ASS', 'BAN', 'CHC', 'CHH', 'CHS', 'EHM', 'LAO', 'NCB', 'VIE', 'WHM')",
8875,Hoya golamcoana,Hoya golamcoana Kloppenb.,"('PHI',)",
8876,Hoya gracilipes,Hoya gracilipes Schltr.,"('NWG',)",
8877,Hoya gracilis,Hoya gracilis Schltr.,"('SUL',)",
8878,Hoya greenii,Hoya greenii Kloppenb.,"('PHI',)",
8879,Hoya gretheri,Hoya gretheri Kloppenb.,"('PHI',)",
8880,Hoya griffithii,Hoya griffithii Hook.f.,"('ASS', 'CHC', 'CHH', 'CHS', 'LAO', 'VIE')",
8881,Hoya guppyi,Hoya guppyi Oliv.,"('SOL',)",
8882,Hoya gutierrezii,Hoya gutierrezii Kloppenb.,"('PHI',)",
8883,Hoya hainanensis,Hoya hainanensis Merr.,"('CHH', 'VIE')",
8884,Hoya halconensis,Hoya halconensis Kloppenb.,"('PHI',)",
8885,Hoya halophila,Hoya halophila Schltr.,"('NWG', 'SOL')",
8886,Hoya hamiltoniorum,"Hoya hamiltoniorum A.Lamb, Gavrus, Emoi & Gokusing","('BOR',)",
8887,Hoya hanhiae,Hoya hanhiae V.T.Pham & Aver.,"('VIE',)",
8888,Hoya hernaezii,Hoya hernaezii Kloppenb.,"('PHI',)",
8889,Hoya heuschkeliana,Hoya heuschkeliana Kloppenb.,"('PHI',)",
8890,Hoya histora,Hoya histora Kloppenb.,"('PHI',)",
8891,Hoya hypolasia,Hoya hypolasia Schltr.,"('NWG',)",
8892,Hoya ignorata,"Hoya ignorata T.B.Tran, Rodda, Simonsson & Joongku Lee","('BOR', 'MLY', 'THA', 'VIE')",
8893,Hoya ilagiorum,"Hoya ilagiorum Kloppenb., Siar & Cajano","('PHI',)",
8894,Hoya imbricata,Hoya imbricata Decne.,"('PHI', 'SUL')",
8895,Hoya imperialis,Hoya imperialis Lindl.,"('BOR', 'JAW', 'MLY', 'PHI', 'SUM', 'THA')",
8896,Hoya inconspicua,Hoya inconspicua Hemsl.,"('BIS', 'NWG', 'QLD', 'SCZ', 'SOL', 'VAN')",
8897,Hoya incrassata,Hoya incrassata Warb.,"('PHI',)",
8898,Hoya incurvula,Hoya incurvula Schltr.,"('SUL',)",
8899,Hoya indaysarae,"Hoya indaysarae M.N.Medina, R.J.T.Villanueva, Kloppenb. & Cabras","('PHI',)",
8900,Hoya infantalensis,Hoya infantalensis Kloppenb.,"('PHI',)",
8901,Hoya inflata,"Hoya inflata (P.I.Forst., Liddle & I.M.Liddle) L.Wanntorp & P.I.Forst.","('NWG',)",
8902,Hoya insularis,Hoya insularis Rodda & S.Rahayu,"('BOR',)",
8903,Hoya irisiae,"Hoya irisiae Ferreras, Kloppenb. & Tandang","('PHI',)",
8904,Hoya isabelaensis,"Hoya isabelaensis Kloppenb., Siar & Ferreras","('PHI',)",
8905,Hoya isabelchanae,Hoya isabelchanae Rodda & Simonsson,"('SUL',)",
8906,Hoya ischnopus,Hoya ischnopus Schltr.,"('NWG', 'SUL')",
8907,Hoya jianfenglingensis,Hoya jianfenglingensis Shao Y.He & P.T.Li,"('CHH',)",
8908,Hoya jiewhoeana,"Hoya jiewhoeana Rodda, A.Lamb & Gokusing","('BOR',)",
8909,Hoya josetteae,Hoya josetteae M.N.Medina & Kloppenb.,"('PHI',)",
8910,Hoya juannguoana,Hoya juannguoana Kloppenb.,"('PHI',)",
8911,Hoya juhoneweana,Hoya juhoneweana Simonsson & Rodda,"('NWG',)",
8912,Hoya kachinensis,Hoya kachinensis Rodda & K.Armstr.,"('MYA',)",
8913,Hoya kaikoana,Hoya kaikoana S.Rahayu & Rodda,"('BOR',)",
8914,Hoya kanlaonensis,"Hoya kanlaonensis Kloppenb., Siar & Ferreras","('PHI',)",
8915,Hoya kanyakumariana,Hoya kanyakumariana A.N.Henry & Swamin.,"('IND',)",
8916,Hoya kapuasensis,Hoya kapuasensis S.Rahayu & Rodda,"('BOR',)",
8917,Hoya kastbergii,Hoya kastbergii Kloppenb.,"('BOR', 'SUL', 'SUM')",
8918,Hoya kenejiana,Hoya kenejiana Schltr.,"('NWG',)",
8919,Hoya kentiana,Hoya kentiana C.M.Burton,"('PHI',)",
8920,Hoya kerangasensis,Hoya kerangasensis Rodda & S.Rahayu,"('BOR',)",
8921,Hoya kerrii,Hoya kerrii Craib,"('CBD', 'JAW', 'LAO', 'MLY', 'THA', 'VIE')","('CHS',)"
8922,Hoya kingdonwardii,Hoya kingdonwardii P.T.Li,"('MYA',)",
8923,Hoya kipandiensis,"Hoya kipandiensis Gavrus, A.Lamb, Emoi & Gokusing","('BOR',)",
8924,Hoya kloppenburgii,Hoya kloppenburgii T.Green,"('BOR',)",
8925,Hoya klossii,Hoya klossii S.Moore,"('NWG',)",
8926,Hoya koteka,Hoya koteka Simonsson & Rodda,"('NWG',)",
8927,Hoya krohniana,Hoya krohniana Kloppenb. & Siar,"('PHI',)",
8928,Hoya krusenstierniana,Hoya krusenstierniana Simonsson & Rodda,"('NWG',)",
8929,Hoya kuhlii,Hoya kuhlii (Blume) Koord.,"('JAW',)",
8930,Hoya lactea,Hoya lactea S.Moore,"('NWG',)",
8931,Hoya lacunosa,Hoya lacunosa Blume,"('BOR', 'JAW', 'MLY', 'PHI', 'SUM', 'THA')","('CHS',)"
8932,Hoya lagunaensis,Hoya lagunaensis Kloppenb.,"('PHI',)",
8933,Hoya lambii,Hoya lambii T.Green,"('BOR',)",
8934,Hoya lambioae,"Hoya lambioae Kloppenb., Guevarra, Cajano & Carandang","('PHI',)",
8935,Hoya lamingtoniae,Hoya lamingtoniae F.M.Bailey,"('NWG',)",
8936,Hoya lamthanhiae,Hoya lamthanhiae V.T.Pham & Kloppenb.,"('VIE',)",
8937,Hoya lanataiensis,Hoya lanataiensis Kloppenb.,"('SAM',)",
8938,Hoya lanceolaria,Hoya lanceolaria S.Moore,"('NWG',)",
8939,Hoya lanceolata,Hoya lanceolata Wall. ex D.Don,"('ASS', 'BAN', 'CHC', 'EHM', 'MYA', 'NEP', 'VIE', 'WHM')",
8940,Hoya landgrantensis,"Hoya landgrantensis Kloppenb., Siar & Cajano","('PHI',)",
8941,Hoya lanotooensis,Hoya lanotooensis Kloppenb.,"('SAM',)",
8942,Hoya larrycahilogii,Hoya larrycahilogii Medina & Kloppenb.,"('PHI',)",
8943,Hoya lasiantha,Hoya lasiantha Korth. ex Blume,"('BOR', 'JAW', 'MLY', 'SUL', 'SUM', 'THA')",
8944,Hoya lasiogynostegia,Hoya lasiogynostegia P.T.Li,"('CHH',)",
8945,Hoya latifolia,Hoya latifolia G.Don,"('BOR', 'JAW', 'MLY', 'MYA', 'SUM', 'THA')",
8946,Hoya laurifoliopsis,Hoya laurifoliopsis Hochr.,"('JAW',)",
8947,Hoya lauterbachii,Hoya lauterbachii K.Schum.,"('NWG',)",
8948,Hoya leembruggeniana,Hoya leembruggeniana Koord.,"('JAW',)",
8949,Hoya leucantha,Hoya leucantha S.Moore,"('NWG',)",
8950,Hoya leucorhoda,Hoya leucorhoda Schltr.,"('NWG',)",
8951,Hoya leytensis,Hoya leytensis Elmer ex C.M.Burton,"('PHI',)",
8952,Hoya linapauliana,Hoya linapauliana Kloppenb.,"('PHI',)",
8953,Hoya linavergarae,Hoya linavergarae Kloppenb. & Siar,"('PHI',)",
8954,Hoya lindaueana,Hoya lindaueana Koord.,"('JAW',)",
8955,Hoya linearis,Hoya linearis Wall. ex D.Don,"('ASS', 'CHC', 'EHM', 'LAO', 'MYA', 'NEP', 'VIE')",
8956,Hoya lipoensis,Hoya lipoensis P.T.Li & Z.R.Xu,"('CHC',)",
8957,Hoya lithophytica,Hoya lithophytica Kidyoo,"('THA',)",
8958,Hoya lobbii,Hoya lobbii Hook.f.,"('ASS', 'CBD', 'THA')",
8959,Hoya lockii,Hoya lockii V.T.Pham & Aver.,"('VIE',)",
8960,Hoya loheri,Hoya loheri Kloppenb.,"('PHI',)",
8961,Hoya longicalyx,Hoya longicalyx Wang Hui & E.F.Huang,"('CHC',)",
8962,Hoya longifolia,Hoya longifolia Wall. ex Wight,"('ASS', 'CHC', 'EHM', 'IND', 'MYA', 'NCB', 'NEP', 'THA', 'WHM')",
8963,Hoya longipedunculata,Hoya longipedunculata V.T.Pham & Aver.,"('VIE',)",
8964,Hoya longlingensis,Hoya longlingensis E.F.Huang,"('CHC',)",
8965,Hoya loyceandrewsiana,Hoya loyceandrewsiana T.Green,"('THA', 'VIE')",
8966,Hoya luatekensis,Hoya luatekensis Kloppenb.,"('SAM',)",
8967,Hoya lucardenasiana,"Hoya lucardenasiana Kloppenb., Siar & Cajano","('PHI',)",
8968,Hoya lucyae,Hoya lucyae Kloppenb. & Siar,"('PHI',)",
8969,Hoya lutea,Hoya lutea Kostel.,"('MOL',)",
8970,Hoya lyi,Hoya lyi H.Lév.,"('CHC', 'CHS', 'LAO', 'VIE')",
8971,Hoya macgillivrayi,Hoya macgillivrayi F.M.Bailey,"('QLD',)",
8972,Hoya macrophylla,Hoya macrophylla Blume,"('BOR', 'JAW', 'LSI', 'VIE')",
8973,Hoya madulidii,Hoya madulidii Kloppenb.,"('PHI',)",
8974,Hoya magnifica,Hoya magnifica P.I.Forst. & Liddle,"('NWG',)",
8975,Hoya magniflora,Hoya magniflora P.T.Li,"('JAW',)",
8976,Hoya mahaweeensis,Hoya mahaweeensis Kloppenb.,"('PHI',)",
8977,Hoya maingayi,Hoya maingayi Hook.f.,"('MLY', 'THA')",
8978,Hoya malata,Hoya malata Kloppenb.,"('SAM',)",
8979,Hoya manipurensis,Hoya manipurensis Deb,"('ASS', 'BAN', 'CHC', 'MYA', 'NEP', 'THA')",
8980,Hoya mappigera,Hoya mappigera Rodda & Simonsson,"('BOR', 'MLY', 'THA')",
8981,Hoya maquilingensis,Hoya maquilingensis Kloppenb.,"('PHI',)",
8982,Hoya marananiae,"Hoya marananiae Kloppenb., Siar, Cajano & Carandang","('PHI',)",
8983,Hoya marginata,Hoya marginata Schltr.,"('BIS',)",
8984,Hoya mariae,Hoya mariae (Schltr.) L.Wanntorp & Meve,"('PHI',)",
8985,Hoya martinii,Hoya martinii Kloppenb. & G.Mend.,"('PHI',)",
8986,Hoya marvinii,"Hoya marvinii Kloppenb., G.Mend. & Ferreras","('PHI',)",
8987,Hoya mata-ole-afiensis,Hoya mata-ole-afiensis Kloppenb.,"('SAM',)",
8988,Hoya matavanuensis,Hoya matavanuensis Kloppenb.,"('SAM',)",
8989,Hoya matiensis,Hoya matiensis Kloppenb.,"('PHI',)",
8990,Hoya maxima,Hoya maxima Teijsm. & Binn.,"('SUL',)",
8991,Hoya maximowayetii,Hoya maximowayetii Kloppenb.,"('PHI',)",
8992,Hoya mcclurei,Hoya mcclurei Kloppenb.,"('CHH',)",
8993,Hoya mcgregorii,Hoya mcgregorii Schltr.,"('PHI',)",
8994,Hoya medinae,Hoya medinae Kloppenb.,"('PHI',)",
8995,Hoya medinillifolia,Hoya medinillifolia Rodda & Simonsson,"('BOR',)",
8996,Hoya megalantha,Hoya megalantha Turrill,"('FIJ',)",
8997,Hoya megalaster,Hoya megalaster Warb. ex K.Schum. & Lauterb.,"('NWG',)",
8998,Hoya meliflua,Hoya meliflua (Blanco) Merr.,"('BOR', 'PHI')",
8999,Hoya memoria,Hoya memoria Kloppenb.,"('PHI',)",
9000,Hoya mengtzeensis,Hoya mengtzeensis Y.Tsiang & P.T.Li,"('CHC', 'CHS', 'VIE')",
9001,Hoya meredithii,Hoya meredithii T.Green,"('BOR',)",
9002,Hoya merrillii,Hoya merrillii Schltr.,"('PHI',)",
9003,Hoya micrantha,Hoya micrantha Hook.f.,"('CBD', 'LAO', 'MYA', 'THA', 'VIE')",
9004,Hoya microphylla,Hoya microphylla Schltr.,"('NWG',)",
9005,Hoya microstemma,Hoya microstemma Schltr.,"('NWG',)",
9006,Hoya migueldavidii,"Hoya migueldavidii Cabactulan, Rodda & Pimentel","('PHI',)",
9007,Hoya minahassae,Hoya minahassae Schltr.,"('SUL',)",
9008,Hoya mindanaoensis,Hoya mindanaoensis Kloppenb.,"('PHI',)",
9009,Hoya mindorensis,Hoya mindorensis Schltr.,"('BOR', 'PHI')",
9010,Hoya minima,Hoya minima Costantin,"('VIE',)",
9011,Hoya minutiflora,Hoya minutiflora Rodda & Simonsson,"('BOR',)",
9012,Hoya mirabilis,Hoya mirabilis Kidyoo,"('THA',)",
9013,Hoya mitrata,Hoya mitrata Kerr,"('BOR', 'MLY', 'PHI', 'SUM', 'THA')",
9014,Hoya monetteae,Hoya monetteae T.Green,"('BOR', 'PHI', 'SUL')",
9015,Hoya moninae,Hoya moninae Kloppenb. & Cajano,"('PHI',)",
9016,Hoya montana,Hoya montana Schltr.,"('NWG',)",
9017,Hoya montelbanensis,Hoya montelbanensis Kloppenb.,"('PHI',)",
9018,Hoya mucronulata,Hoya mucronulata Warb.,"('NWG',)",
9019,Hoya multiflora,Hoya multiflora Blume,"('ASS', 'BAN', 'BOR', 'CBD', 'CHC', 'CHS', 'JAW', 'LAO', 'MLY', 'MYA', 'NWG', 'PHI', 'SUL', 'SUM', 'THA', 'VIE')",
9020,Hoya myanmarica,Hoya myanmarica P.T.Li,"('MYA',)",
9021,Hoya myrmecopa,Hoya myrmecopa Kleijn & Donkelaar,"('PHI', 'SUL')",
9022,Hoya nabawanensis,Hoya nabawanensis Kloppenb. & Wiberg,"('BOR',)",
9023,Hoya nakarensis,"Hoya nakarensis Kloppenb., G.Mend. & Ferreras","('PHI',)",
9024,Hoya narcissiflora,Hoya narcissiflora S.Rahayu & Rodda,"('BOR',)",
9025,Hoya naumannii,Hoya naumannii Schltr.,"('SOL',)",
9026,Hoya navicula,Hoya navicula Kloppenb. & G.Mend.,"('PHI',)",
9027,Hoya negrosensis,Hoya negrosensis Kloppenb.,"('PHI',)",
9028,Hoya neoebudica,Hoya neoebudica Guillaumin,"('VAN',)",
9029,Hoya neoguineensis,Hoya neoguineensis Engl.,"('NWG',)",
9030,Hoya nervosa,Hoya nervosa Y.Tsiang & P.T.Li,"('CHC', 'CHS')",
9031,Hoya nicholsoniae,Hoya nicholsoniae F.Muell.,"('NWC', 'NWG', 'QLD', 'SAM', 'SOL')",
9032,Hoya nova,Hoya nova Kloppenb.,"('PHI',)",
9033,Hoya nummularia,Hoya nummularia Decne. ex Hook.f.,"('AND', 'ASS', 'BAN', 'VIE')",
9034,Hoya nummularioides,Hoya nummularioides Costantin,"('CBD', 'LAO', 'THA', 'VIE')",
9035,Hoya nutans,Hoya nutans Aver. & V.T.Pham,"('VIE',)",
9036,Hoya nuttiana,Hoya nuttiana Rodda & Simonsson,"('BOR',)",
9037,Hoya nuuuliensis,Hoya nuuuliensis Kloppenb. & Siar,"('SAM',)",
9038,Hoya nyhuusiae,Hoya nyhuusiae Kloppenb.,"('BOR',)",
9039,Hoya nyingchiensis,Hoya nyingchiensis Y.W.Zuo & H.P.Deng,"('CHT',)",
9040,Hoya obcordata,Hoya obcordata Hook.f.,"('EHM',)",
9041,Hoya oblanceolata,Hoya oblanceolata Hook.f.,"('ASS', 'SUM')",
9042,Hoya oblongacutifolia,Hoya oblongacutifolia Costantin,"('CBD', 'THA', 'VIE')",
9043,Hoya obovata,Hoya obovata Decne.,"('MOL', 'SUL', 'THA', 'VIE')",
9044,Hoya obscura,Hoya obscura Elmer ex C.M.Burton,"('BOR', 'PHI')",
