,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,native_tdwg3_codes,intro_tdwg3_codes
591,34891-1,Maschalodesme,Maschalodesme K.Schum. & Lauterb.,Rubiaceae,Genus,,,,,121090,34891-1,Genus,Accepted,Rubiaceae,,Maschalodesme,,,,,,K.Schum. & Lauterb.,,Fl. Schutzgeb. Südsee,: 561,(1900),,New Guinea,,,Maschalodesme,K.Schum. & Lauterb.,121090,,,,,34891-1,,Y,,,,"('NWG',)",
592,34892-1,Massularia,Massularia (K.Schum.) Hoyle,Rubiaceae,Genus,,,,,122016,34892-1,Genus,Accepted,Rubiaceae,,Massularia,,,,,K.Schum.,Hoyle,J.Burtt-Davy & A.C.Hoyle,Check-Lists For. Trees & Shrubs Brit. Emp., 3: 110,(1937),,W. & WC. Trop. Africa,,,Massularia,(K.Schum.) Hoyle,122016,,,,,34892-1,,Y,,,,"('CAB', 'CAF', 'CMN', 'CON', 'EQG', 'GAB', 'GGI', 'GHA', 'GNB', 'GUI', 'IVO', 'LBR', 'NGA', 'SIE', 'TOG', 'ZAI')",
593,12091-1,Mastixiodendron,Mastixiodendron Melch.,Rubiaceae,Genus,,,,,122143,12091-1,Genus,Accepted,Rubiaceae,,Mastixiodendron,,,,,,Melch.,,Bot. Jahrb. Syst., 60: 167,(1925),,N. Maluku to Fiji,,,Mastixiodendron,Melch.,122143,,,,,12091-1,,Y,,,,"('BIS', 'FIJ', 'MOL', 'NWG', 'SOL')",
594,30001048-2,Matelea,Matelea Aubl.,Apocynaceae,Genus,,,,,508375,30001048-2,Genus,Accepted,Apocynaceae,,Matelea,,,,,,Aubl.,,Hist. Pl. Guiane,: 277,(1775),,New World,,,Matelea,Aubl.,508375,,,,,30001048-2,,Y,,,,"('ALA', 'ARI', 'ARK', 'BAH', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CAL', 'CLM', 'COS', 'CUB', 'DEL', 'DOM', 'ECU', 'ELS', 'FLA', 'FRG', 'GEO', 'GUA', 'GUY', 'HAI', 'HON', 'ILL', 'INI', 'JAM', 'KAN', 'KTY', 'LOU', 'MRY', 'MSI', 'MSO', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NCA', 'NIC', 'NWM', 'OHI', 'OKL', 'PAN', 'PEN', 'PER', 'PUE', 'SCA', 'SUR', 'TEN', 'TEX', 'TRT', 'VEN', 'VRG', 'WDC', 'WVA')",
595,34899-1,Mazaea,Mazaea Krug & Urb.,Rubiaceae,Genus,,,,,123173,34899-1,Genus,Accepted,Rubiaceae,,Mazaea,,,,,,Krug & Urb.,,Ber. Deutsch. Bot. Ges., 15: 265,(1897),,Cuba,,,Mazaea,Krug & Urb.,123173,,,,,34899-1,,Y,,,,"('CUB',)",
596,16636-1,Megacodon,Megacodon (Hemsl.) Harry Sm.,Gentianaceae,Genus,,,,,2371851,16636-1,Genus,Accepted,Gentianaceae,,Megacodon,,,,,Hemsl.,Harry Sm.,H.R.E.Handel-Mazzetti,Symb. Sin., 7: 950,(1936),,C. Himalaya to SC. China,,,Megacodon,(Hemsl.) Harry Sm.,2371851,,,,,16636-1,,N,,,,"('CHC', 'CHT', 'EHM', 'NEP')",
597,34905-1,Melanopsidium,Melanopsidium Colla,Rubiaceae,Genus,,,,,123999,34905-1,Genus,Accepted,Rubiaceae,,Melanopsidium,,,,,,Colla,,Hortus Ripul.,: 88,(1824),,E. Brazil,,,Melanopsidium,Colla,123999,,,,,34905-1,,Y,,,,"('BZE', 'BZL')",
598,77142432-1,Melanoxerus,Melanoxerus Kainul. & B.Bremer,Rubiaceae,Genus,,,,,491440,77142432-1,Genus,Accepted,Rubiaceae,,Melanoxerus,,,,,,Kainul. & B.Bremer,,Taxon, 63: 828,(2014),,Madagascar,,,Melanoxerus,Kainul. & B.Bremer,491440,,,,,77142432-1,,Y,,,,"('MDG',)",
599,2428-1,Melodinus,Melodinus J.R.Forst. & G.Forst.,Apocynaceae,Genus,,,,,124161,2428-1,Genus,Accepted,Apocynaceae,,Melodinus,,,,,,J.R.Forst. & G.Forst.,,Char. Gen. Pl.,: 37,(1776),,Trop. & Subtrop. Asia to W. Pacific,,,Melodinus,J.R.Forst. & G.Forst.,124161,,,,,2428-1,,Y,,,,"('ASS', 'BAN', 'BIS', 'BOR', 'CBD', 'CHC', 'CHH', 'CHS', 'CRL', 'EHM', 'FIJ', 'IND', 'JAW', 'LAO', 'LSI', 'MLY', 'MOL', 'MYA', 'NFK', 'NSW', 'NTA', 'NWC', 'NWG', 'PHI', 'QLD', 'SAM', 'SOL', 'SUL', 'SUM', 'TAI', 'THA', 'TON', 'VAN', 'VIE')",
600,34910-1,Mericarpaea,Mericarpaea Boiss.,Rubiaceae,Genus,,,,,125807,34910-1,Genus,Accepted,Rubiaceae,,Mericarpaea,,,,,,Boiss.,,Diagn. Pl. Orient., 3: 51,(1843),,W. Asia,,,Mericarpaea,Boiss.,125807,,,,,34910-1,,Y,,,,"('LBS', 'PAL', 'TUR')",
601,297513-2,Merumea,Merumea Steyerm.,Rubiaceae,Genus,,,,,125827,297513-2,Genus,Accepted,Rubiaceae,,Merumea,,,,,,Steyerm.,,Mem. New York Bot. Gard., 23: 232,(1972),,Guyana Highlands,,,Merumea,Steyerm.,125827,,,,,297513-2,,Y,,,,"('GUY', 'VEN')",
602,328983-2,Mesechites,Mesechites Müll.Arg.,Apocynaceae,Genus,,,,,125891,328983-2,Genus,Accepted,Apocynaceae,,Mesechites,,,,,,Müll.Arg.,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras., 6(1): 150,(1860),,Trop. America,,,Mesechites,Müll.Arg.,125891,,,,,328983-2,,Y,,,,"('AGE', 'AGW', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'FRG', 'GUA', 'GUY', 'HAI', 'HON', 'JAM', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'SUR', 'TRT', 'VEN')",
603,70028043-1,Metagentiana,Metagentiana T.N.Ho & S.W.Liu,Gentianaceae,Genus,,,,,2371887,70028043-1,Genus,Accepted,Gentianaceae,,Metagentiana,,,,,,T.N.Ho & S.W.Liu,,Bot. Bull. Acad. Sin., 43: 87,(2002),,C. & S. China to N. Indo-China,,,Metagentiana,T.N.Ho & S.W.Liu,2371887,,,,,70028043-1,,N,,,,"('CHC', 'CHN', 'CHS', 'MYA', 'THA')",
604,30384004-2,Metastelma,Metastelma R.Br.,Apocynaceae,Genus,,,,,508827,30384004-2,Genus,Accepted,Apocynaceae,,Metastelma,,,,,,R.Br.,,Asclepiadeae,: 41,(1810),,Trop. & Subtrop. America,,,Metastelma,R.Br.,508827,,,,,30384004-2,,Y,,,,"('AGE', 'AGW', 'ARI', 'ARU', 'BAH', 'BLZ', 'BOL', 'BZE', 'BZL', 'BZN', 'BZS', 'CAY', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'FLA', 'GUA', 'GUY', 'HAI', 'HON', 'JAM', 'LEE', 'MXC', 'MXE', 'MXG', 'MXI', 'MXN', 'MXS', 'MXT', 'NIC', 'NLA', 'NWM', 'PAN', 'PAR', 'PER', 'PUE', 'TCI', 'TEX', 'TRT', 'VEN', 'VNA', 'WIN')",
605,77103406-1,Mexotis,Mexotis Terrell & H.Rob.,Rubiaceae,Genus,,,,,459929,77103406-1,Genus,Accepted,Rubiaceae,,Mexotis,,,,,,Terrell & H.Rob.,,J. Bot. Res. Inst. Texas, 3: 60,(2009),,Mexico to Guatemala,,,Mexotis,Terrell & H.Rob.,459929,,,,,77103406-1,,Y,,,,"('GUA', 'MXC', 'MXG', 'MXS', 'MXT')",
606,34918-1,Meyna,Meyna Roxb. ex Link,Rubiaceae,Genus,,,,,126640,34918-1,Genus,Accepted,Rubiaceae,,Meyna,,,,,,Roxb. ex Link,,Jahrb. Gewächsk., 1(3): 32,(1820),,"NE. & E. Trop. Africa, Comoros, Trop. Asia",,,Meyna,Roxb. ex Link,126640,,,,,34918-1,,Y,,,,"('ASS', 'BAN', 'CBD', 'COM', 'EHM', 'ETH', 'IND', 'JAW', 'KEN', 'LAO', 'LSI', 'MLY', 'MYA', 'NEP', 'SOM', 'SUD', 'TAN', 'THA', 'UGA', 'VIE')",
607,297550-2,Micrasepalum,Micrasepalum Urb.,Rubiaceae,Genus,,,,,126891,297550-2,Genus,Accepted,Rubiaceae,,Micrasepalum,,,,,,Urb.,,Symb. Antill., 7: 548,(1913),,Caribbean,,,Micrasepalum,Urb.,126891,,,,,297550-2,,Y,,,,"('CUB', 'DOM', 'HAI')",
608,2435-1,Micrechites,Micrechites Miq.,Apocynaceae,Genus,,,,,126894,2435-1,Genus,Accepted,Apocynaceae,,Micrechites,,,,,,Miq.,,Fl. Ned. Ind., 2: 456,(1857),,E. Himalaya to Solomon Is.,,,Micrechites,Miq.,126894,,,,,2435-1,,Y,,,,"('AND', 'ASS', 'BIS', 'BOR', 'CHC', 'CHH', 'CHS', 'EHM', 'JAW', 'LAO', 'MLY', 'MOL', 'MYA', 'NEP', 'NWG', 'PHI', 'QLD', 'SOL', 'SUL', 'SUM', 'THA', 'VIE')",
609,3510-1,Microloma,Microloma R.Br.,Apocynaceae,Genus,,,,,509054,3510-1,Genus,Accepted,Apocynaceae,,Microloma,,,,,,R.Br.,,Asclepiadeae,: 42,(1810),,S. Africa,,,Microloma,R.Br.,509054,,,,,3510-1,,Y,,,,"('CPP', 'NAM', 'OFS')",
610,34921-1,Microphysa,Microphysa Schrenk,Rubiaceae,Genus,,,,,127593,34921-1,Genus,Accepted,Rubiaceae,,Microphysa,,,,,,Schrenk,,Bull. Cl. Phys.-Math. Acad. Imp. Sci. Saint-Pétersbourg, 2: 115,(1844),,C. Asia to Xinjiang,,,Microphysa,Schrenk,127593,,,,,34921-1,,Y,,,,"('CHX', 'KAZ', 'KGZ', 'UZB')",
611,297566-2,Microplumeria,Microplumeria Baill.,Apocynaceae,Genus,,,,,127600,297566-2,Genus,Accepted,Apocynaceae,,Microplumeria,,,,,,Baill.,,Bull. Mens. Soc. Linn. Paris, 1: 749,(1889),,S. Trop. America,,,Microplumeria,Baill.,127600,,,,,297566-2,,Y,,,,"('BZN', 'CLM', 'VEN')",
612,326973-2,Microrphium,Microrphium C.B.Clarke,Gentianaceae,Genus,,,,,2371806,326973-2,Genus,Accepted,Gentianaceae,,Microrphium,,,,,,C.B.Clarke,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.", 74: 88,(1905),,"Thailand to Pen. Malaysia, Philippines",,,Microrphium,C.B.Clarke,2371806,,,,,326973-2,,N,,,,"('MLY', 'PHI', 'THA')",
613,77074582-1,Minaria,Minaria T.U.P.Konno & Rapini,Apocynaceae,Genus,,,,,509102,77074582-1,Genus,Accepted,Apocynaceae,,Minaria,,,,,,T.U.P.Konno & Rapini,,Taxon, 55: 424,(2006),,Bolivia to Brazil and NE. Argentina,,,Minaria,T.U.P.Konno & Rapini,509102,,,,,77074582-1,,Y,,,,"('AGE', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS')",
614,893392-1,Miraglossum,Miraglossum Kupicha,Apocynaceae,Genus,,,,,509125,893392-1,Genus,Accepted,Apocynaceae,,Miraglossum,,,,,,Kupicha,,Kew Bull., 38: 625,(1984),,S. Africa,,,Miraglossum,Kupicha,509125,,,,,893392-1,,Y,,,,"('CPP', 'LES', 'NAT', 'OFS', 'SWZ', 'TVL')",
615,34924-1,Mitchella,Mitchella L.,Rubiaceae,Genus,,,,,128663,34924-1,Genus,Accepted,Rubiaceae,,Mitchella,,,,,,L.,,Sp. Pl.,: 111,(1753),,"E. China to Temp. E. Asia, E. Canada to Guatemala",,,Mitchella,L.,128663,,,,,34924-1,,Y,,,,"('ALA', 'CHS', 'CNT', 'FLA', 'GUA', 'ILL', 'JAP', 'KOR', 'KTY', 'KUR', 'LOU', 'MAI', 'MAS', 'MIC', 'MIN', 'MRY', 'MSO', 'MXE', 'MXS', 'MXT', 'NCA', 'NFL', 'NSC', 'NWH', 'NWY', 'OHI', 'ONT', 'QUE', 'RHO', 'SCA', 'TAI', 'TEN', 'TEX', 'VER', 'VRG', 'WIS')",
616,30004750-2,Mitracarpus,Mitracarpus Zucc.,Rubiaceae,Genus,,,,,128704,30004750-2,Genus,Accepted,Rubiaceae,,Mitracarpus,,,,,,Zucc.,J.A.Schultes & J.H.Schultes,Mant., 3: 210,(1827),,Mexico to Trop. America,,,Mitracarpus,Zucc.,128704,,,,,30004750-2,,Y,,,,"('AGE', 'AGW', 'ARI', 'ARU', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'FRG', 'GUA', 'GUY', 'HAI', 'HON', 'JAM', 'LEE', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'NLA', 'PAN', 'PAR', 'PER', 'PUE', 'SUR', 'TEX', 'TRT', 'URU', 'VEN', 'VNA', 'WIN')","('ALA', 'ANG', 'ASS', 'BAN', 'BEN', 'BKN', 'BUR', 'CAF', 'CHA', 'CHC', 'CHH', 'CHS', 'CMN', 'CON', 'CVI', 'EHM', 'ERI', 'ETH', 'FIJ', 'FLA', 'GAB', 'GAM', 'GEO', 'GHA', 'GNB', 'GUI', 'HAW', 'IND', 'IVO', 'KEN', 'LBR', 'LOU', 'MDG', 'MLI', 'MLW', 'MLY', 'MRN', 'MSI', 'MTN', 'MXI', 'MYA', 'NEP', 'NGA', 'NGR', 'NWG', 'PHI', 'QLD', 'SCS', 'SEN', 'SEY', 'SIE', 'SRL', 'SUD', 'TAN', 'THA', 'TOG', 'UGA', 'ZAI', 'ZAM')"
617,327864-2,Mitragyna,Mitragyna Korth.,Rubiaceae,Genus,,,,,128787,327864-2,Genus,Accepted,Rubiaceae,,Mitragyna,,,,,,Korth.,,Observ. Naucl. Indic.,: 19,(1839),", nom. cons.","Trop. Africa, S. China to Trop. Asia",,,Mitragyna,Korth.,128787,,,,,327864-2,,Y,,,,"('AND', 'ANG', 'ASS', 'BAN', 'BEN', 'BKN', 'BOR', 'BUR', 'CAB', 'CAF', 'CBD', 'CHA', 'CHC', 'CMN', 'CON', 'EHM', 'EQG', 'ETH', 'GAB', 'GAM', 'GGI', 'GHA', 'GNB', 'GUI', 'IND', 'IVO', 'JAW', 'KEN', 'LAO', 'LBR', 'MLI', 'MLW', 'MLY', 'MOZ', 'MTN', 'MYA', 'NCB', 'NEP', 'NGA', 'NGR', 'NWG', 'PHI', 'RWA', 'SEN', 'SIE', 'SRL', 'SUD', 'SUM', 'TAN', 'THA', 'TOG', 'UGA', 'VIE', 'WHM', 'ZAI', 'ZAM')",
618,25093-1,Mitrasacme,Mitrasacme Labill.,Loganiaceae,Genus,,,,,2375859,25093-1,Genus,Accepted,Loganiaceae,,Mitrasacme,,,,,,Labill.,,Nov. Holl. Pl., 1: 35,(1805),,Trop. & Subtrop. Asia to N. Australia,,,Mitrasacme,Labill.,2375859,,,,,25093-1,,N,,,,"('ASS', 'BAN', 'BOR', 'CBD', 'CHC', 'CHH', 'CHN', 'CHS', 'CRL', 'IND', 'JAP', 'JAW', 'KOR', 'LAO', 'LSI', 'MLY', 'MOL', 'MYA', 'NEP', 'NNS', 'NSW', 'NTA', 'NWC', 'NWG', 'PHI', 'PRM', 'QLD', 'SRL', 'SUL', 'SUM', 'TAI', 'TAS', 'THA', 'VIC', 'VIE', 'WAU')",
619,25094-1,Mitrasacmopsis,Mitrasacmopsis Jovet,Rubiaceae,Genus,,,,,128843,25094-1,Genus,Accepted,Rubiaceae,,Mitrasacmopsis,,,,,,Jovet,,Arch. Mus. Natl. Hist. Nat.,", sér. 6, 12: 589",(1935),,"Rwanda to S. Trop. Africa, Madagascar",,,Mitrasacmopsis,Jovet,128843,,,,,25094-1,,Y,,,,"('ANG', 'BUR', 'MDG', 'RWA', 'TAN', 'ZAI', 'ZAM')",
620,30046707-2,Mitreola,Mitreola L.,Loganiaceae,Genus,,,,,2367504,30046707-2,Genus,Accepted,Loganiaceae,,Mitreola,,,,,,L.,,Opera Var.,: 214,(1758),,"Madagacar, E. Himalaya to S. China and Vietnam, Borneo, C. U.S.A. to Trop. & Subtrop. Asia",,,Mitreola,L.,2367504,,,,,30046707-2,,N,,,,"('ALA', 'ARK', 'BAH', 'BLZ', 'BOL', 'BOR', 'BZC', 'BZE', 'BZL', 'BZN', 'CHC', 'CHS', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'EHM', 'ELS', 'FLA', 'FRG', 'GEO', 'GUA', 'HAI', 'HON', 'KTY', 'LEE', 'LOU', 'MDG', 'MSI', 'MSO', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NCA', 'NEP', 'NIC', 'NWM', 'OKL', 'PAN', 'PER', 'PUE', 'SCA', 'SUR', 'TEN', 'TEX', 'TRT', 'VEN', 'VIE', 'VRG', 'WIN')","('AND', 'ASS', 'BAN', 'CBD', 'CMN', 'CRL', 'GUI', 'IND', 'JAW', 'LAO', 'LSI', 'MLY', 'MYA', 'NTA', 'NWG', 'OMA', 'PHI', 'SEN', 'SUL', 'SUM', 'THA', 'TOG')"
621,34932-1,Mitriostigma,Mitriostigma Hochst.,Rubiaceae,Genus,,,,,128850,34932-1,Genus,Accepted,Rubiaceae,,Mitriostigma,,,,,,Hochst.,,Flora, 25: 235,(1842),,Bioko to Kenya and S. Africa,,,Mitriostigma,Hochst.,128850,,,,,34932-1,,Y,,,,"('CMN', 'CPP', 'GGI', 'KEN', 'MOZ', 'NAT', 'TAN')",
622,2439-1,Molongum,Molongum Pichon,Apocynaceae,Genus,,,,,128927,2439-1,Genus,Accepted,Apocynaceae,,Molongum,,,,,,Pichon,,Mém. Mus. Natl. Hist. Nat., 24: 167,(1948),,S. Trop. America,,,Molongum,Pichon,128927,,,,,2439-1,,Y,,,,"('BZN', 'CLM', 'VEN')",
623,34934-1,Molopanthera,Molopanthera Turcz.,Rubiaceae,Genus,,,,,128933,34934-1,Genus,Accepted,Rubiaceae,,Molopanthera,,,,,,Turcz.,,Bull. Soc. Imp. Naturalistes Moscou, 21(I): 580,(1848),,E. Brazil,,,Molopanthera,Turcz.,128933,,,,,34934-1,,Y,,,,"('BZE', 'BZL')",
624,3516-1,Mondia,Mondia Skeels,Apocynaceae,Genus,,,,,509159,3516-1,Genus,Accepted,Apocynaceae,,Mondia,,,,,,Skeels,,Bull. Bur. Pl. Industr. U.S.D.A., 223: 45,(1911),,Trop. & S. Africa,,,Mondia,Skeels,509159,,,,,3516-1,,Y,,,,"('ANG', 'BEN', 'BUR', 'CAF', 'CMN', 'CON', 'GAB', 'GHA', 'GNB', 'GUI', 'IVO', 'KEN', 'LBR', 'MLW', 'MOZ', 'NAT', 'NGA', 'SEN', 'SIE', 'SUD', 'SWZ', 'TAN', 'TVL', 'UGA', 'ZAI', 'ZAM', 'ZIM')",
625,986816-1,Monolluma,Monolluma Plowes,Apocynaceae,Genus,,,,,509162,986816-1,Genus,Accepted,Apocynaceae,,Monolluma,,,,,,Plowes,,Haseltonia, 3: 64,(1995),,"NE. Trop. Africa to Kenya, Arabian Pen.",,,Monolluma,Plowes,509162,,,,,986816-1,,Y,,,,"('ETH', 'KEN', 'OMA', 'SAU', 'SOC', 'SOM', 'YEM')",
626,34936-1,Monosalpinx,Monosalpinx N.Hallé,Rubiaceae,Genus,,,,,129521,34936-1,Genus,Accepted,Rubiaceae,,Monosalpinx,,,,,,N.Hallé,,Adansonia,", n.s., 8: 369",(1968),,W. Trop. Africa,,,Monosalpinx,N.Hallé,129521,,,,,34936-1,,Y,,,,"('IVO', 'LBR')",
627,77132633-1,Monsanima,Monsanima Liede & Meve,Apocynaceae,Genus,,,,,509173,77132633-1,Genus,Accepted,Apocynaceae,,Monsanima,,,,,,Liede & Meve,,Ann. Missouri Bot. Gard., 99: 66,(2013),,E. Brazil,,,Monsanima,Liede & Meve,509173,,,,,77132633-1,,Y,,,,"('BZE', 'BZL')",
628,34939-1,Morelia,Morelia A.Rich. ex DC.,Rubiaceae,Genus,,,,,129726,34939-1,Genus,Accepted,Rubiaceae,,Morelia,,,,,,A.Rich. ex DC.,,Prodr., 4: 617,(1830),,W. Trop. Africa to Sudan,,,Morelia,A.Rich. ex DC.,129726,,,,,34939-1,,Y,,,,"('BEN', 'BKN', 'CAF', 'CHA', 'CMN', 'CON', 'EQG', 'GAB', 'GHA', 'GNB', 'GUI', 'IVO', 'LBR', 'MLI', 'NGA', 'SEN', 'SIE', 'SUD', 'TOG', 'ZAI')",
629,77147475-1,Morilloa,"Morilloa Fontella, Goes & S.A.Cáceres",Apocynaceae,Genus,,,,,497163,77147475-1,Genus,Accepted,Apocynaceae,,Morilloa,,,,,,"Fontella, Goes & S.A.Cáceres",,Bonplandia (Corrientes), 23: 28,(2014),,E. Brazil,,,Morilloa,"Fontella, Goes & S.A.Cáceres",497163,,,,,77147475-1,,Y,,,,"('BZE', 'BZL')",
630,34941-1,Morinda,Morinda L.,Rubiaceae,Genus,,,,,129750,34941-1,Genus,Accepted,Rubiaceae,,Morinda,,,,,,L.,,Sp. Pl.,: 176,(1753),,Tropics & Subtropics,,,Morinda,L.,129750,,,,,34941-1,,Y,,,,"('AND', 'ANG', 'ARU', 'ASS', 'BAH', 'BAN', 'BEN', 'BIS', 'BLZ', 'BOR', 'CAB', 'CAF', 'CAY', 'CBD', 'CHC', 'CHH', 'CHS', 'CKI', 'CLM', 'CMN', 'CON', 'COS', 'CRL', 'CUB', 'DOM', 'ECU', 'EHM', 'FLA', 'GAB', 'GAM', 'GGI', 'GHA', 'GNB', 'GUA', 'GUI', 'HAI', 'HON', 'IND', 'IVO', 'JAM', 'JAW', 'KZN', 'LAO', 'LBR', 'LDV', 'LSI', 'MDV', 'MLI', 'MLW', 'MLY', 'MOL', 'MXG', 'MXS', 'MXT', 'MYA', 'NCB', 'NEP', 'NGA', 'NIC', 'NLA', 'NNS', 'NTA', 'NWG', 'OGA', 'PAN', 'PHI', 'QLD', 'SAM', 'SCS', 'SCZ', 'SEN', 'SIE', 'SOL', 'SRL', 'SUD', 'SUL', 'SUM', 'SWC', 'TAI', 'TAN', 'THA', 'TOG', 'UGA', 'VEN', 'VIE', 'WAU', 'WIN', 'XMS', 'ZAI', 'ZAM')","('CGS', 'COM', 'COO', 'ELS', 'FIJ', 'FRG', 'GIL', 'HAW', 'LEE', 'LIN', 'MCS', 'MRN', 'MRQ', 'MRS', 'NRU', 'NUE', 'NWC', 'PHX', 'PIT', 'PUE', 'SCI', 'SEY', 'TCI', 'TOK', 'TON', 'TRT', 'TUA', 'TUB', 'TUV', 'VAN', 'VNA', 'WAL')"
631,34942-1,Morindopsis,Morindopsis Hook.f.,Rubiaceae,Genus,,,,,129985,34942-1,Genus,Accepted,Rubiaceae,,Morindopsis,,,,,,Hook.f.,G.Bentham & J.D.Hooker,Gen. Pl., 2: 93,(1873),,India to Indo-China,,,Morindopsis,Hook.f.,129985,,,,,34942-1,,Y,,,,"('CBD', 'IND', 'LAO', 'MYA', 'THA', 'VIE')",
632,295062-2,Mortoniella,Mortoniella Woodson,Apocynaceae,Genus,,,,,130111,295062-2,Genus,Accepted,Apocynaceae,,Mortoniella,,,,,,Woodson,,Ann. Missouri Bot. Gard., 26: 257,(1939),,C. America,,,Mortoniella,Woodson,130111,,,,,295062-2,,Y,,,,"('BLZ', 'COS', 'NIC')",
633,328253-2,Mostuea,Mostuea Didr.,Gelsemiaceae,Genus,,,,,2375816,328253-2,Genus,Accepted,Gelsemiaceae,,Mostuea,,,,,,Didr.,,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn, 1853: 86,(1853),,"Suriname to Brazil, Trop. Africa, Madagascar",,,Mostuea,Didr.,2375816,,,,,328253-2,,N,,,,"('ANG', 'BUR', 'BZC', 'BZL', 'BZN', 'CAB', 'CAF', 'CMN', 'CON', 'EQG', 'GAB', 'GAM', 'GHA', 'GNB', 'GUI', 'IVO', 'KEN', 'LBR', 'MDG', 'MLW', 'MOZ', 'NGA', 'SEN', 'SIE', 'SOM', 'SUD', 'SUR', 'TAN', 'ZAI', 'ZAM', 'ZIM')",
634,2442-1,Motandra,Motandra A.DC.,Apocynaceae,Genus,,,,,130211,2442-1,Genus,Accepted,Apocynaceae,,Motandra,,,,,,A.DC.,A.P.de Candolle,Prodr., 8: 423,(1844),,Trop. Africa,,,Motandra,A.DC.,130211,,,,,2442-1,,Y,,,,"('ANG', 'BEN', 'BUR', 'CAB', 'CAF', 'CMN', 'CON', 'EQG', 'GAB', 'GHA', 'GUI', 'IVO', 'LBR', 'MLI', 'NGA', 'SIE', 'SUD', 'TOG', 'UGA', 'ZAI')",
635,77187935-1,Motleyothamnus,Motleyothamnus Paudyal & Delprete,Rubiaceae,Genus,,,,,530370,77187935-1,Genus,Accepted,Rubiaceae,,Motleyothamnus,,,,,,Paudyal & Delprete,,Bot. J. Linn. Soc., 187: 386,(2018),,Peru,,,Motleyothamnus,Paudyal & Delprete,530370,,,,,77187935-1,,Y,,,,"('PER',)",
636,34943-1,Mouretia,Mouretia Pit.,Rubiaceae,Genus,,,,,130231,34943-1,Genus,Accepted,Rubiaceae,,Mouretia,,,,,,Pit.,H.Lecomte,Fl. Indo-Chine, 3: 71,(1922),,S. China to Indo-China,,,Mouretia,Pit.,130231,,,,,34943-1,,Y,,,,"('CHS', 'LAO', 'THA', 'VIE')",
637,925109-1,Mucoa,Mucoa Zarucchi,Apocynaceae,Genus,,,,,130256,925109-1,Genus,Accepted,Apocynaceae,,Mucoa,,,,,,Zarucchi,,Agric. Univ. Wageningen Pap., 87(1): 40,(1987 publ. 1988),,S. Trop. America,,,Mucoa,Zarucchi,130256,,,,,925109-1,,Y,,,,"('BZN', 'CLM', 'PER', 'VEN')",
638,34944-1,Multidentia,Multidentia Gilli,Rubiaceae,Genus,,,,,130259,34944-1,Genus,Accepted,Rubiaceae,,Multidentia,,,,,,Gilli,,Ann. Naturhist. Mus. Wien, 77: 21,(1973),,Trop. Africa,,,Multidentia,Gilli,130259,,,,,34944-1,,Y,,,,"('ANG', 'BEN', 'BKN', 'BUR', 'CAF', 'CHA', 'CMN', 'CON', 'ETH', 'GHA', 'GUI', 'IVO', 'KEN', 'MLW', 'MOZ', 'SUD', 'TAN', 'TOG', 'UGA', 'ZAI', 'ZAM', 'ZIM')",
